Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,objective,0.2960808,of,0.5255821,flow,0.39260852
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,moreover,0.16758724,of,0.5596781,plaque-deposits,0.35056823
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,machine,0.37199128,cad,0.41960585,cad,0.41960585
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,longer,0.2500613,interrupted,0.5135091,right-atrial,0.39419138
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hepatectomy,0.24883531,single-ventricle,0.4286629,single-ventricle,0.4286629
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hematoxylin,0.2536906,deposits,0.44773144,deposits,0.44773144
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,h,0.20228642,of,0.4345476,mi,0.34808266
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,eosin,0.20281377,deposits,0.3814636,deposits,0.3814636
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,conclusions,0.259925,with,0.50001186,artery,0.34474826
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,area,0.34147155,left,0.4808709,stenosis,0.41823816
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,analyze,0.22247948,of,0.49013835,anomalous,0.3403252
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,aim,0.29447013,of,0.40951407,congenital-heart-disease,0.3139366
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,able,0.3130405,with,0.55771506,cardiac,0.38070798
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,among,0.2573181,of,0.57348,chd,0.4274787
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,people,0.32132432,chd,0.4550472,chd,0.4550472
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,prescribed,0.4051101,with,0.4445796,cardiology,0.4051101
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,loop,0.14408562,interrupted,0.45845878,ivs,0.35547963
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,diuretics,0.39986306,congestive,0.593751,congestive,0.593751
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,loop-diuretics,0.2986417,congestive-heart-failure,0.54016435,congestive-heart-failure,0.54016435
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,less,0.30277786,with,0.57537794,mi,0.38854462
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,common,0.21206799,of,0.500178,anomaly,0.44165826
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,among,0.2573181,of,0.57348,chd,0.4274787
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,individuals,0.22123666,chd,0.4783952,chd,0.4783952
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,less-common,0.13210395,single,0.41953135,l-transposition,0.37514058
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,among-individuals,0.24577892,chd,0.42405927,chd,0.42405927
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,dimensional,0.25604147,anomalous,0.48529866,anomalous,0.48529866
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,dementia,0.3804462,disease,0.5290329,cad,0.49958262
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,assessment,0.41014358,of,0.5184958,flow,0.45548397
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,scale,0.29563683,great,0.37443155,venous-return,0.34418654
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,assessment-scale,0.33665887,venous-return,0.4212966,venous-return,0.4212966
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,drug,0.26470318,of,0.44600964,congestive-heart-failure,0.37473047
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,classes,0.3080849,of,0.44878983,cardiac,0.33523548
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,among,0.2573181,of,0.57348,chd,0.4274787
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,people,0.32132432,chd,0.4550472,chd,0.4550472
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,drug-classes,0.28561622,congestive-heart-failure,0.39978883,congestive-heart-failure,0.39978883
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,collected,0.2516878,isolated,0.54813415,blood,0.42449856
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,concerning,0.3830846,of,0.5967124,congenital,0.39754236
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,drug,0.26470318,of,0.44600964,congestive-heart-failure,0.37473047
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,use,0.3219829,with,0.55726266,flow,0.40877783
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,drug-use,0.32648325,congestive-heart-failure,0.39953357,congestive-heart-failure,0.39953357
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,performed,0.3394584,of,0.5502712,anomaly,0.3917434
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,including,0.2742056,of,0.6619886,congenital,0.3605199
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,people,0.32132432,chd,0.4550472,chd,0.4550472
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,performed-including,0.39507776,of,0.5789391,atresia-with,0.44530454
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,angiotensin,0.34895274,congestive,0.49475524,congestive,0.49475524
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,ii,0.26288998,of,0.43728137,mi,0.35983312
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,receptor,0.20102352,of,0.4106264,bradycardia,0.3056367
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,blockers,0.38663626,bradycardia,0.4674531,bradycardia,0.4674531
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,angiotensin-ii,0.31497288,atrial,0.48099947,atrial,0.48099947
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,ii-receptor,0.2801689,congestive,0.4263869,congestive,0.4263869
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,receptor-blockers,0.33424258,bradycardia,0.4559213,bradycardia,0.4559213
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,angiotensin-ii-receptor,0.31185067,congestive,0.49079838,congestive,0.49079838
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,ii-receptor-blockers,0.33372557,congestive,0.4715014,congestive,0.4715014
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,people,0.32132432,chd,0.4550472,chd,0.4550472
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,prescribed,0.4051101,with,0.4445796,cardiology,0.4051101
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,asa,0.39555937,cad,0.43010977,cad,0.43010977
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,mineralocorticoid,0.25606772,insufficiency,0.46684614,congestive,0.45785415
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,receptor,0.20102352,of,0.4106264,bradycardia,0.3056367
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,antagonists,0.26629966,contractions,0.45131737,contractions,0.45131737
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,mineralocorticoid-receptor,0.254681,congestive,0.43098098,congestive,0.43098098
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,receptor-antagonists,0.2558006,contractions,0.41648656,contractions,0.41648656
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,mineralocorticoid-receptor-antagonists,0.27392825,congestive,0.42555445,congestive,0.42555445
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,two,0.27358675,single,0.605739,l-transposition,0.37929946
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,questionnaire,0.3388839,congenital-heart-disease,0.37297606,congenital-heart-disease,0.37297606
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,surveys,0.3482949,return,0.3625318,cardiology,0.3482949
Cardiovascular drug use among people with cognitive impairment living in nursing homes in northern Sweden.,two-questionnaire,0.32632694,congenital-heart-disease,0.38700938,congenital-heart-disease,0.38700938
