Document,Phrase,MLVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mediated,0.1966965,cascade,0.5268023,feed-forward,0.4459417
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,apoptosis,0.22776133,cascade,0.46111506,feed-forward,0.37718636
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mediated-apoptosis,0.23641786,cascade,0.4814019,feed-forward,0.4198906
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,inflammatory,0.19824001,cascade,0.43951106,generative-model,0.38795525
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,factors,0.3420733,components,0.5413606,logistic-regression,0.48293567
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,anesthetic,0.29171485,of,0.39854127,data-augmentation,0.3783091
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,induction,0.22102317,of,0.52603287,long-short-term,0.44878548
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,agitation,0.22799543,confusion,0.6246381,confusion-matrix,0.4674005
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,occurrence,0.30364993,of,0.6225994,clustering,0.4847598
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,group,0.26103544,of,0.44356787,statistical,0.3923795
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,c,0.17513797,of,0.44327667,gradient,0.31114018
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,group-c,0.18789625,one-shot,0.32843167,one-shot,0.32843167
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,dexmedetomidine,0.26012486,data-augmentation,0.36828512,data-augmentation,0.36828512
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,group,0.26103544,of,0.44356787,statistical,0.3923795
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,control,0.27050394,of,0.5093193,artificial-intelligence,0.40948874
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,group,0.26103544,of,0.44356787,statistical,0.3923795
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,control-group,0.2875058,statistical,0.4468634,statistical,0.4468634
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elapsed,0.30047274,short-term,0.43489587,long-short-term,0.3979167
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,time,0.31186903,long,0.57547164,batch-normalization,0.47628766
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elapsed-time,0.41446674,one-shot,0.4978272,one-shot,0.4978272
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,p,0.26795468,support,0.40805867,regression,0.40253854
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,protein,0.31929362,encoding,0.5525089,clustering,0.36023882
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pao,0.19672337,feature-reduction,0.34453356,feature-reduction,0.34453356
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,peak,0.23109604,gradient,0.48941624,gradient,0.48941624
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,il,0.17175047,monte,0.3419046,monte,0.3419046
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tnf,0.15280242,naive,0.34630367,tf-idf,0.2688402
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,end,0.22421888,long,0.5453975,long-short-term,0.36503828
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,dexmedetomidine,0.26012486,data-augmentation,0.36828512,data-augmentation,0.36828512
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,group,0.26103544,of,0.44356787,statistical,0.3923795
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,time,0.31186903,long,0.57547164,batch-normalization,0.47628766
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,values,0.28403002,batch-normalization,0.5186162,batch-normalization,0.5186162
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,total,0.21723771,of,0.5102532,principal-components,0.3630478
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,surgery,0.29565036,recurrent,0.47230634,computer-vision,0.40172684
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,selected,0.38157707,selection,0.6797303,feature-selection,0.48698312
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,results,0.32376552,data,0.6932311,batch-normalization,0.44826904
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,related,0.30849367,of,0.6150687,clustering,0.41455543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,recorded,0.299657,rectified,0.55581653,computer-vision,0.443301
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,ratios,0.18493193,rate,0.42238456,regression,0.41522446
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,publisher,0.3885098,data-science,0.6134455,data-science,0.6134455
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,objective,0.4122544,of,0.5255821,component-analysis,0.42220753
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,methods,0.50049126,data,0.5400177,machine-learning,0.50049126
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,medline,0.44432086,data-science,0.5824888,data-science,0.5824888
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,malondialdehyde,0.19929554,reduction,0.3618797,fourier-transform,0.35799217
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,levels,0.20457911,normalization,0.52984333,batch-normalization,0.45617118
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,j,0.12432591,science,0.31094742,cross-entropy,0.2885616
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,issn,0.34779435,data-science,0.47779685,data-science,0.47779685
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,inhibition,0.21671593,reduction,0.58642584,feed-forward,0.44581953
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,indexed,0.3858727,semantic,0.49446192,semantic,0.49446192
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,extent,0.258318,of,0.64978826,dimensionality-reduction,0.43577164
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,expression,0.32038707,encoding,0.59633577,clustering,0.442253
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,evaluate,0.37214977,of,0.4977158,decision-tree,0.4090718
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,et,0.21257874,science,0.40568537,bagging,0.326393
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,enhancer,0.31055215,encoding,0.48501134,feed-forward,0.39416587
